Feb 19, 2021	$51,675.98	$56,113.65	$50,937.28	$55,888.13	$63,495,496,918	$1,041,380,696,669
Aug 02, 2019	$10,402.04	$10,657.95	$10,371.01	$10,518.17	$17,489,094,082	$187,791,090,996
Aug 01, 2019	$10,077.44	$10,446.92	$9,922.02	$10,399.67	$17,165,337,858	$185,653,203,391
Jul 31, 2019	$9,604.05	$10,085.63	$9,598.10	$10,085.63	$16,631,520,648	$180,028,959,603
Jul 30, 2019	$9,522.33	$9,701.76	$9,437.34	$9,607.42	$13,829,811,132	$171,472,452,506
Jul 29, 2019	$9,548.18	$9,681.65	$9,472.95	$9,519.15	$13,791,445,323	$169,880,343,827
Jul 28, 2019	$9,491.63	$9,575.55	$9,252.30	$9,552.86	$13,738,687,093	$170,461,958,074
Jul 27, 2019	$9,871.16	$10,167.32	$9,411.52	$9,477.68	$16,817,809,536	$169,099,540,423
Jul 26, 2019	$9,913.13	$9,916.52	$9,717.98	$9,870.30	$14,495,714,483	$176,085,968,354
Jul 25, 2019	$9,809.10	$10,154.25	$9,773.96	$9,911.84	$15,821,952,090	$176,806,451,137
Jul 24, 2019	$9,887.73	$9,908.80	$9,614.31	$9,811.93	$17,398,734,322	$175,005,760,794
Jul 23, 2019	$10,346.75	$10,346.75	$9,883.60	$9,900.77	$17,851,916,995	$176,572,890,702
Jul 22, 2019	$10,596.95	$10,651.79	$10,154.92	$10,343.11	$16,334,414,913	$184,443,440,748
Jul 21, 2019	$10,777.53	$10,841.89	$10,389.60	$10,599.11	$17,130,580,467	$188,987,475,962
Jul 20, 2019	$10,525.82	$11,048.66	$10,451.28	$10,767.14	$20,206,615,155	$191,963,691,255
Jul 19, 2019	$10,653.96	$10,716.98	$10,229.63	$10,530.73	$20,727,426,310	$187,725,578,628
Jul 18, 2019	$9,698.50	$10,736.84	$9,376.80	$10,666.48	$25,187,024,648	$190,129,918,121
Jul 17, 2019	$9,471.21	$9,963.13	$9,163.13	$9,693.80	$24,569,921,549	$172,777,250,515
Jul 16, 2019	$10,896.65	$10,996.63	$9,448.11	$9,477.64	$24,151,199,070	$168,908,640,950
Jul 15, 2019	$10,257.84	$11,052.77	$9,992.01	$10,895.09	$25,384,047,207	$194,147,627,475
Jul 14, 2019	$11,381.02	$11,451.20	$10,234.58	$10,256.06	$22,486,000,001	$182,741,933,552
Jul 13, 2019	$11,813.13	$11,841.96	$10,908.48	$11,392.38	$21,042,616,384	$202,968,191,001
Jul 12, 2019	$11,354.30	$11,905.49	$11,179.14	$11,815.99	$23,534,692,797	$210,494,417,832
Jul 11, 2019	$12,139.71	$12,144.62	$11,158.92	$11,358.66	$28,595,327,690	$202,324,174,692
Jul 10, 2019	$12,571.54	$13,129.53	$11,710.98	$12,156.51	$33,627,574,244	$216,515,999,522
Jul 09, 2019	$12,284.33	$12,779.13	$12,233.26	$12,573.81	$28,167,921,523	$223,928,128,583
Jul 08, 2019	$11,446.60	$12,345.83	$11,393.37	$12,285.96	$23,482,551,458	$218,778,355,444
Jul 07, 2019	$11,217.62	$11,541.62	$11,148.80	$11,450.85	$19,369,044,277	$203,881,891,346
Jul 06, 2019	$10,982.54	$11,620.97	$10,982.54	$11,208.55	$21,092,024,306	$199,546,110,914
Jul 05, 2019	$11,203.10	$11,395.66	$10,874.96	$10,978.46	$23,838,480,210	$195,424,678,267
Jul 04, 2019	$11,972.72	$12,006.08	$11,166.57	$11,215.44	$25,920,294,033	$199,617,404,432
Jul 03, 2019	$10,818.16	$11,968.08	$10,818.16	$11,961.27	$30,796,494,294	$212,867,079,175
Jul 02, 2019	$10,588.68	$10,912.19	$9,737.88	$10,801.68	$31,015,895,223	$192,206,536,806
Jul 01, 2019	$10,796.93	$11,206.44	$10,089.31	$10,583.13	$29,378,589,324	$188,297,637,574
Jun 30, 2019	$11,931.99	$12,178.38	$10,799.01	$10,817.16	$27,256,473,494	$192,442,065,810
Jun 29, 2019	$12,400.76	$12,400.91	$11,508.38	$11,959.37	$29,923,961,128	$212,739,713,110
Jun 28, 2019	$11,162.17	$12,445.18	$10,914.49	$12,407.33	$35,087,757,766	$220,681,459,666
Jun 27, 2019	$13,017.12	$13,311.14	$10,491.85	$11,182.81	$39,977,475,223	$198,878,940,964
Jun 26, 2019	$11,778.58	$13,796.49	$11,755.60	$13,016.23	$45,105,733,173	$231,462,117,209
Jun 25, 2019	$11,007.20	$11,790.92	$11,007.20	$11,790.92	$24,879,684,533	$209,647,943,360
Jun 24, 2019	$10,853.74	$11,065.90	$10,610.43	$11,011.10	$19,271,652,365	$195,762,668,679
Jun 23, 2019	$10,696.69	$11,246.14	$10,556.10	$10,855.37	$20,998,326,502	$192,970,090,355
Jun 22, 2019	$10,175.92	$11,157.35	$10,107.04	$10,701.69	$29,995,204,861	$190,214,124,824
Jun 21, 2019	$9,525.07	$10,144.56	$9,525.07	$10,144.56	$20,624,008,643	$180,293,241,528
Jun 20, 2019	$9,273.06	$9,594.42	$9,232.48	$9,527.16	$17,846,823,784	$169,304,784,791
Jun 19, 2019	$9,078.73	$9,299.62	$9,070.40	$9,273.52	$15,546,809,946	$164,780,855,869
Jun 18, 2019	$9,335.47	$9,348.37	$9,004.90	$9,081.76	$15,848,210,536	$161,353,637,186
Jun 17, 2019	$8,988.92	$9,416.41	$8,988.92	$9,320.35	$15,562,951,919	$165,573,372,261
Jun 16, 2019	$8,841.44	$9,335.87	$8,814.56	$8,994.49	$23,348,550,311	$159,769,423,370
Jun 15, 2019	$8,689.75	$8,859.13	$8,618.40	$8,838.38	$18,371,033,226	$156,982,138,835
Jun 14, 2019	$8,230.90	$8,710.64	$8,183.39	$8,693.83	$19,831,162,906	$154,398,880,249
Jun 13, 2019	$8,145.55	$8,311.57	$8,087.06	$8,230.92	$18,669,407,147	$146,160,317,148
Jun 12, 2019	$7,925.43	$8,196.65	$7,862.36	$8,145.86	$19,034,432,883	$144,634,684,711
Jun 11, 2019	$8,004.24	$8,026.39	$7,772.80	$7,927.71	$17,107,279,932	$140,748,537,530
Jun 10, 2019	$7,692.28	$8,031.91	$7,586.73	$8,000.33	$18,689,275,117	$142,023,351,079
Jun 09, 2019	$7,949.67	$7,975.97	$7,583.22	$7,688.08	$16,610,726,547	$136,465,098,533
Jun 08, 2019	$8,036.77	$8,076.89	$7,837.61	$7,954.13	$16,522,722,810	$141,172,841,635
Jun 07, 2019	$7,826.90	$8,126.15	$7,788.37	$8,043.95	$19,141,423,231	$142,754,693,588
Jun 06, 2019	$7,819.63	$7,937.34	$7,571.47	$7,822.02	$19,474,611,077	$138,800,725,479
Jun 05, 2019	$7,704.34	$7,901.85	$7,668.67	$7,824.23	$21,760,923,463	$138,824,651,666
Jun 04, 2019	$8,210.99	$8,210.99	$7,564.49	$7,707.77	$24,609,731,549	$136,742,790,469
Jun 03, 2019	$8,741.75	$8,743.50	$8,204.19	$8,208.99	$22,004,511,436	$145,619,047,341
Jun 02, 2019	$8,565.47	$8,809.30	$8,561.24	$8,742.96	$20,266,216,022	$155,077,231,351
Jun 01, 2019	$8,573.84	$8,625.60	$8,481.58	$8,564.02	$22,488,303,544	$151,890,214,310
May 31, 2019	$8,320.29	$8,586.66	$8,172.55	$8,574.50	$25,365,190,957	$152,059,886,414
May 30, 2019	$8,661.76	$9,008.31	$8,221.27	$8,319.47	$29,246,528,551	$147,525,141,134
May 29, 2019	$8,718.59	$8,755.85	$8,482.73	$8,659.49	$23,473,479,966	$153,537,047,655
May 28, 2019	$8,802.76	$8,807.02	$8,634.72	$8,719.96	$24,226,919,267	$154,590,202,287
May 27, 2019	$8,674.07	$8,907.17	$8,668.70	$8,805.78	$27,949,839,564	$156,093,754,762
May 26, 2019	$8,055.21	$8,687.52	$7,924.67	$8,673.22	$26,677,970,091	$153,725,486,067
May 25, 2019	$7,991.89	$8,117.93	$7,965.98	$8,052.54	$22,256,813,107	$142,708,188,838
May 24, 2019	$7,881.70	$8,140.72	$7,824.45	$7,987.37	$25,919,126,991	$141,539,115,575
May 23, 2019	$7,677.27	$7,943.79	$7,533.20	$7,881.85	$24,457,107,820	$139,654,107,035
May 22, 2019	$7,956.29	$7,997.61	$7,615.99	$7,680.07	$24,719,473,175	$136,063,898,960
May 21, 2019	$7,977.97	$8,062.17	$7,843.34	$7,963.33	$25,127,245,056	$141,065,573,610
May 20, 2019	$8,196.92	$8,200.97	$7,678.78	$7,978.31	$23,843,404,340	$141,315,695,728
May 19, 2019	$7,267.96	$8,261.94	$7,267.96	$8,197.69	$25,902,422,040	$145,185,076,705
May 18, 2019	$7,341.66	$7,447.27	$7,251.50	$7,271.21	$21,354,286,562	$128,761,727,083
May 17, 2019	$7,886.93	$7,929.15	$7,038.12	$7,343.90	$30,066,644,905	$130,034,777,633
May 16, 2019	$8,194.50	$8,320.82	$7,729.61	$7,884.91	$33,167,197,581	$139,599,559,278
May 15, 2019	$7,989.37	$8,216.42	$7,899.11	$8,205.17	$28,344,112,920	$145,254,332,460
May 14, 2019	$7,807.88	$8,268.71	$7,696.39	$7,994.42	$32,031,452,227	$141,508,656,735
May 13, 2019	$6,971.18	$8,047.41	$6,898.28	$7,814.92	$28,677,672,181	$138,316,573,807
May 12, 2019	$7,203.51	$7,503.87	$6,815.77	$6,972.37	$27,773,333,680	$123,389,710,222
May 11, 2019	$6,379.67	$7,333.00	$6,375.70	$7,204.77	$28,867,562,329	$127,488,435,181
May 10, 2019	$6,175.82	$6,434.62	$6,161.52	$6,378.85	$19,419,875,368	$112,863,284,035
May 09, 2019	$5,982.32	$6,183.04	$5,982.32	$6,174.53	$16,784,645,411	$109,238,600,750
May 08, 2019	$5,849.48	$5,989.98	$5,794.72	$5,982.46	$15,320,605,300	$105,829,143,585
May 07, 2019	$5,745.60	$5,988.18	$5,741.40	$5,829.50	$18,026,409,033	$103,112,368,557
May 06, 2019	$5,791.69	$5,802.96	$5,653.69	$5,746.81	$15,737,171,804	$101,640,471,056
May 05, 2019	$5,831.07	$5,833.86	$5,708.04	$5,795.71	$14,808,830,723	$102,494,420,158
May 04, 2019	$5,769.20	$5,886.89	$5,645.47	$5,831.17	$17,567,780,766	$103,112,021,259
May 03, 2019	$5,505.55	$5,865.88	$5,490.20	$5,768.29	$18,720,780,006	$101,986,240,859
May 02, 2019	$5,402.42	$5,522.26	$5,394.22	$5,505.28	$14,644,460,907	$97,330,112,147
May 01, 2019	$5,350.91	$5,418.00	$5,347.65	$5,402.70	$13,679,528,236	$95,501,110,091
Apr 30, 2019	$5,247.73	$5,363.26	$5,224.19	$5,350.73	$13,878,964,574	$94,573,826,827
Apr 29, 2019	$5,284.86	$5,311.27	$5,216.49	$5,247.35	$13,735,490,672	$92,737,510,865
Apr 28, 2019	$5,271.75	$5,326.23	$5,255.68	$5,285.14	$12,819,992,056	$93,391,244,395
Apr 27, 2019	$5,279.47	$5,310.75	$5,233.64	$5,268.29	$13,111,274,675	$93,086,156,556
Apr 26, 2019	$5,210.30	$5,383.63	$5,177.37	$5,279.35	$16,812,108,040	$93,272,287,960
Apr 25, 2019	$5,466.52	$5,542.24	$5,181.34	$5,210.52	$15,330,283,408	$92,046,492,864
Apr 24, 2019	$5,571.51	$5,642.04	$5,418.26	$5,464.87	$17,048,033,399	$96,530,038,144
Apr 23, 2019	$5,399.37	$5,633.80	$5,389.41	$5,572.36	$15,867,308,108	$98,417,387,004
Apr 22, 2019	$5,312.49	$5,422.69	$5,280.28	$5,399.37	$14,601,631,648	$95,354,207,776
Apr 21, 2019	$5,335.88	$5,359.93	$5,257.34	$5,314.53	$13,731,844,223	$93,847,052,256
Apr 20, 2019	$5,304.16	$5,358.49	$5,295.88	$5,337.89	$13,169,647,522	$94,248,717,444
Apr 19, 2019	$5,298.15	$5,336.68	$5,233.34	$5,303.81	$13,780,238,655	$93,638,345,002
Apr 18, 2019	$5,251.48	$5,319.99	$5,250.51	$5,298.39	$13,256,489,918	$93,532,402,741
Apr 17, 2019	$5,236.14	$5,274.28	$5,219.21	$5,251.94	$12,438,480,677	$92,702,617,458
Apr 16, 2019	$5,066.58	$5,238.95	$5,055.19	$5,235.56	$11,618,660,197	$92,404,613,297
Apr 15, 2019	$5,167.32	$5,196.61	$5,024.07	$5,067.11	$12,290,155,061	$89,422,237,603
Apr 14, 2019	$5,095.76	$5,184.02	$5,053.57	$5,167.72	$10,391,952,498	$91,188,595,341
Apr 13, 2019	$5,088.85	$5,127.12	$5,061.59	$5,096.59	$10,823,289,598	$89,925,574,875
Apr 12, 2019	$5,061.20	$5,103.27	$4,955.85	$5,089.54	$13,675,206,312	$89,792,633,045
Apr 11, 2019	$5,325.08	$5,354.23	$5,017.30	$5,064.49	$16,555,616,019	$89,341,168,457
Apr 10, 2019	$5,204.11	$5,421.65	$5,193.38	$5,324.55	$15,504,590,933	$93,918,439,274
Apr 09, 2019	$5,289.92	$5,289.92	$5,167.42	$5,204.96	$14,722,104,361	$91,799,330,425
Apr 08, 2019	$5,199.84	$5,318.84	$5,148.21	$5,289.77	$17,154,113,634	$93,286,365,973
Apr 07, 2019	$5,062.79	$5,235.19	$5,050.41	$5,198.90	$16,655,416,140	$91,674,230,186
Apr 06, 2019	$5,036.79	$5,205.82	$4,992.22	$5,059.82	$16,929,795,194	$89,212,733,450
Apr 05, 2019	$4,922.81	$5,053.51	$4,919.49	$5,036.68	$16,837,325,387	$88,796,118,650
Apr 04, 2019	$4,971.31	$5,063.16	$4,836.79	$4,922.80	$18,251,810,240	$86,778,727,821
Apr 03, 2019	$4,879.96	$5,307.00	$4,876.62	$4,973.02	$22,899,891,582	$87,655,288,145
Apr 02, 2019	$4,156.92	$4,905.95	$4,155.32	$4,879.88	$21,315,047,816	$85,986,009,273
Apr 01, 2019	$4,105.36	$4,164.95	$4,096.90	$4,158.18	$10,157,794,171	$73,269,368,747
Mar 31, 2019	$4,105.46	$4,113.02	$4,094.10	$4,105.40	$9,045,122,443	$72,339,379,036
Mar 30, 2019	$4,092.14	$4,296.81	$4,053.91	$4,106.66	$9,732,688,060	$72,355,190,645
Mar 29, 2019	$4,068.30	$4,113.50	$4,034.10	$4,098.37	$10,918,665,557	$72,202,088,875
Mar 28, 2019	$4,087.58	$4,094.90	$4,040.27	$4,069.11	$9,353,915,899	$71,678,998,915
Mar 27, 2019	$3,984.24	$4,087.07	$3,977.81	$4,087.07	$10,897,131,934	$71,987,847,571
Mar 26, 2019	$3,969.23	$3,985.08	$3,944.75	$3,985.08	$10,707,678,815	$70,184,147,203
Mar 25, 2019	$4,024.11	$4,038.84	$3,934.03	$3,963.07	$10,359,818,883	$69,789,872,373
Mar 24, 2019	$4,035.16	$4,040.70	$4,006.19	$4,022.17	$9,144,851,065	$70,823,042,992
Mar 23, 2019	$4,022.71	$4,049.88	$4,015.96	$4,035.83	$9,578,850,549	$71,056,017,910
Mar 22, 2019	$4,028.51	$4,053.91	$4,021.54	$4,023.97	$9,252,935,969	$70,840,048,102
Mar 21, 2019	$4,083.95	$4,097.36	$4,005.15	$4,029.33	$10,831,212,662	$70,926,226,882
Mar 20, 2019	$4,070.79	$4,089.46	$4,031.11	$4,087.48	$10,175,916,388	$71,942,444,088
Mar 19, 2019	$4,032.69	$4,082.22	$4,023.81	$4,071.19	$9,344,919,956	$71,647,703,828
Mar 18, 2019	$4,029.97	$4,071.56	$4,009.12	$4,032.51	$9,646,954,186	$70,958,165,407
Mar 17, 2019	$4,047.72	$4,054.12	$4,006.41	$4,025.23	$8,221,625,400	$70,821,939,585
Mar 16, 2019	$3,963.90	$4,077.04	$3,961.66	$4,048.73	$9,856,166,973	$71,227,967,573
Mar 15, 2019	$3,926.66	$3,968.54	$3,914.02	$3,960.91	$9,394,210,605	$69,675,002,377
Mar 14, 2019	$3,905.58	$3,946.50	$3,901.30	$3,924.37	$10,480,789,570	$69,024,696,307
Mar 13, 2019	$3,913.05	$3,926.60	$3,891.90	$3,906.72	$9,469,184,841	$68,706,700,381
Mar 12, 2019	$3,903.76	$3,926.89	$3,863.56	$3,909.16	$9,809,887,079	$68,743,000,581
Mar 11, 2019	$3,953.74	$3,966.38	$3,889.24	$3,905.23	$10,125,901,903	$68,666,928,025
Mar 10, 2019	$3,966.17	$3,966.17	$3,924.38	$3,951.60	$9,713,267,607	$69,475,297,370
Mar 09, 2019	$3,894.55	$3,987.24	$3,892.39	$3,963.31	$10,796,103,518	$69,674,508,655
Mar 08, 2019	$3,913.23	$3,950.43	$3,875.23	$3,901.13	$10,638,638,944	$68,574,579,320
Mar 07, 2019	$3,903.38	$3,939.37	$3,894.11	$3,911.48	$9,584,165,519	$68,749,421,311
Mar 06, 2019	$3,897.08	$3,919.51	$3,871.46	$3,903.94	$9,175,291,529	$68,609,885,776
Mar 05, 2019	$3,759.83	$3,903.92	$3,745.18	$3,896.38	$10,174,126,415	$68,470,655,400
Mar 04, 2019	$3,845.09	$3,867.38	$3,733.75	$3,761.56	$9,029,175,788	$66,094,551,587
Mar 03, 2019	$3,862.27	$3,875.48	$3,836.91	$3,847.18	$7,253,558,152	$67,592,376,373
Mar 02, 2019	$3,855.32	$3,874.61	$3,832.13	$3,864.42	$7,578,786,076	$67,888,255,371
Mar 01, 2019	$3,853.76	$3,907.80	$3,851.69	$3,859.58	$7,661,247,975	$67,796,965,743
Feb 28, 2019	$3,848.26	$3,906.06	$3,845.82	$3,854.79	$8,399,767,798	$67,704,774,107
Feb 27, 2019	$3,857.48	$3,888.80	$3,787.06	$3,851.05	$8,301,309,684	$67,631,949,500
Feb 26, 2019	$3,878.70	$3,891.58	$3,837.99	$3,854.36	$7,931,218,996	$67,683,296,223
Feb 25, 2019	$3,807.00	$3,913.71	$3,807.00	$3,882.70	$9,318,796,067	$68,173,204,651
Feb 24, 2019	$4,145.46	$4,210.64	$3,793.71	$3,810.43	$10,794,227,451	$66,897,483,404
Feb 23, 2019	$3,998.92	$4,166.29	$3,968.73	$4,142.53	$8,922,258,316	$72,720,867,208
Feb 22, 2019	$3,952.41	$4,006.54	$3,950.82	$4,005.53	$7,826,525,254	$70,308,555,857
Feb 21, 2019	$4,000.26	$4,010.01	$3,940.11	$3,954.12	$7,775,128,102	$69,398,333,876
Feb 20, 2019	$3,946.68	$4,000.49	$3,926.25	$3,999.82	$8,693,373,948	$70,194,350,042
Feb 19, 2019	$3,911.66	$4,010.88	$3,908.15	$3,947.09	$9,933,626,655	$69,262,673,238
Feb 18, 2019	$3,671.37	$3,936.67	$3,669.98	$3,915.71	$9,908,216,640	$68,704,389,994
Feb 17, 2019	$3,633.36	$3,680.54	$3,619.18	$3,673.84	$7,039,512,503	$64,453,368,779
Feb 16, 2019	$3,615.27	$3,652.84	$3,615.27	$3,629.79	$5,934,744,052	$63,673,369,195
Feb 15, 2019	$3,617.37	$3,647.80	$3,608.21	$3,620.81	$6,091,952,231	$63,509,111,125
Feb 14, 2019	$3,631.17	$3,646.26	$3,607.70	$3,616.88	$6,271,044,418	$63,434,486,052
Feb 13, 2019	$3,653.60	$3,669.75	$3,617.25	$3,632.07	$6,438,903,823	$63,694,394,519
Feb 12, 2019	$3,642.75	$3,668.59	$3,618.56	$3,653.53	$6,480,384,532	$64,063,755,250
Feb 11, 2019	$3,695.61	$3,695.61	$3,642.29	$3,648.43	$6,277,056,434	$63,968,390,250
Feb 10, 2019	$3,673.20	$3,695.04	$3,640.98	$3,690.19	$6,282,256,903	$64,694,025,951
Feb 09, 2019	$3,671.59	$3,679.94	$3,646.56	$3,671.20	$6,158,833,645	$64,354,732,475
Feb 08, 2019	$3,401.38	$3,695.61	$3,391.02	$3,666.78	$7,735,623,101	$64,270,269,953
Feb 07, 2019	$3,414.93	$3,427.95	$3,394.22	$3,399.47	$5,004,962,683	$59,578,075,991
Feb 06, 2019	$3,469.09	$3,469.09	$3,398.57	$3,413.77	$5,482,196,038	$59,821,158,612
Feb 05, 2019	$3,454.95	$3,478.15	$3,451.94	$3,466.36	$5,227,549,545	$60,735,563,490
Feb 04, 2019	$3,467.21	$3,476.22	$3,442.59	$3,459.15	$5,332,718,886	$60,603,083,461
Feb 03, 2019	$3,516.14	$3,521.39	$3,447.92	$3,464.01	$5,043,937,584	$60,681,847,608
Feb 02, 2019	$3,484.63	$3,523.29	$3,467.57	$3,521.06	$5,071,623,601	$61,675,119,055
Feb 01, 2019	$3,460.55	$3,501.95	$3,431.59	$3,487.95	$5,422,926,707	$61,088,747,491
Jan 31, 2019	$3,485.41	$3,504.80	$3,447.92	$3,457.79	$5,831,198,271	$60,553,903,927
Jan 30, 2019	$3,443.90	$3,495.17	$3,429.39	$3,486.18	$5,955,112,627	$61,044,262,622
Jan 29, 2019	$3,468.87	$3,476.07	$3,400.82	$3,448.12	$5,897,159,493	$60,371,874,099
Jan 28, 2019	$3,584.28	$3,586.75	$3,439.23	$3,470.45	$6,908,930,483	$60,756,570,314
Jan 27, 2019	$3,604.69	$3,612.67	$3,567.25	$3,583.97	$5,570,752,966	$62,737,274,093
Jan 26, 2019	$3,599.72	$3,654.93	$3,593.35	$3,602.46	$5,098,183,235	$63,054,898,963
Jan 25, 2019	$3,607.39	$3,612.93	$3,575.60	$3,599.77	$5,265,847,539	$63,000,985,908
Jan 24, 2019	$3,584.50	$3,616.09	$3,569.09	$3,600.87	$5,262,869,046	$63,014,066,012
Jan 23, 2019	$3,605.56	$3,623.07	$3,565.31	$3,585.12	$5,433,755,649	$62,731,361,272
Jan 22, 2019	$3,575.08	$3,620.75	$3,539.72	$3,604.58	$5,313,623,556	$63,065,139,424
Jan 21, 2019	$3,600.37	$3,608.84	$3,558.54	$3,576.03	$5,004,347,059	$62,559,869,612
